text,label
jalan di jalan menuju halte berlubang dan membahayakan pengendara.,Infrastruktur
Warga mengeluhkan layanan surat pindah di mal pelayanan publik karena informasi tidak jelas.,Administrasi
marka jalan di jalan utama rusak parah dan mengganggu aktivitas warga.,Infrastruktur
pengangkutan sampah berbau di dekat pasar dan membuat lingkungan tidak nyaman.,Kebersihan
Warga melaporkan pencurian di RW 03 yang membahayakan pengguna jalan.,Keamanan
Warga mengeluhkan jembatan rusak di jalan utama. Kondisi ini berpotensi menyebabkan kecelakaan.,Infrastruktur
Warga melaporkan keributan di depan sekolah yang rawan tindakan kriminal.,Keamanan
"Sering terjadi begal di perempatan pada akhir pekan, mohon patroli.",Keamanan
"Kondisi TPS di dekat balai warga tidak terangkut, mengganggu aktivitas masyarakat.",Kebersihan
Pengangkutan sampah di depan sekolah berbau sehingga mengundang lalat.,Kebersihan
Mohon petugas menangani tumpukan sampah di komplek perumahan karena mengganggu warga.,Kebersihan
Warga mengeluhkan jembatan ambrol di jalan utama. Kondisi ini mengganggu aktivitas warga.,Infrastruktur
"Sistem layanan kantor desa untuk KTP tidak jelas, sehingga pelayanan menjadi terhambat.",Administrasi
pengangkutan sampah berbau di depan sekolah dan membuat lingkungan tidak nyaman.,Kebersihan
Warga melaporkan begal di area parkir yang rawan tindakan kriminal.,Keamanan
"Air meluap di sekitar puskesmas karena sungai meluap, kondisi berlangsung sejak pagi.",Banjir
"Antrian layanan surat pindah di loket pelayanan lambat, informasi tidak jelas.",Administrasi
"Sering terjadi keributan di perempatan pada sore hari, mohon patroli.",Keamanan
"Mohon penanganan banjir di perempatan, air setinggi 20 cm sejak sejak hujan deras.",Banjir
Pengangkutan sampah di sekitar puskesmas tidak terangkut sehingga membuat lingkungan tidak nyaman.,Kebersihan
begal terjadi di perempatan dan membuat mengganggu ketertiban.,Keamanan
"Sering terjadi begal di RW 05 pada dini hari, mohon patroli.",Keamanan
"Area area parkir rawan vandalisme, terutama dini hari.",Keamanan
"Sering terjadi balap liar di RW 03 pada dini hari, mohon patroli.",Keamanan
"Air meluap di dekat pasar karena hujan deras, kondisi berlangsung 2 hari.",Banjir
Pengangkutan sampah di sekitar puskesmas tidak terangkut sehingga mengganggu aktivitas masyarakat.,Kebersihan
"Mohon perbaikan trotoar yang retak dan tidak rata di gang kecil, karena membahayakan pengendara.",Infrastruktur
"Antrian layanan surat domisili di kantor desa mengalami gangguan, pengajuan tertunda.",Administrasi
pengangkutan sampah berbau di dekat balai warga dan mengundang lalat.,Kebersihan
vandalisme terjadi di RW 05 dan membuat warga merasa tidak aman.,Keamanan
Mohon peningkatan keamanan di dekat pasar karena terjadi pencurian.,Keamanan
Mohon peningkatan keamanan di RW 05 karena terjadi pencurian.,Keamanan
Pengangkutan sampah di dekat pasar tidak terangkut sehingga mengundang lalat.,Kebersihan
Mohon peningkatan keamanan di depan sekolah karena terjadi parkir liar.,Keamanan
"Sering terjadi keributan di dekat pasar pada dini hari, mohon patroli.",Keamanan
Warga mengeluhkan layanan KK di loket pelayanan karena waktu tunggu terlalu lama.,Administrasi
"Area RW 03 rawan keributan, terutama malam hari.",Keamanan
Banjir terjadi di komplek perumahan akibat drainase tersumbat. Genangan mencapai 30 cm.,Banjir
Banjir terjadi di RW 03 akibat selokan penuh sampah. Genangan mencapai 30 cm.,Banjir
Drainase di RW 03 bermasalah sehingga terjadi banjir 2 hari.,Banjir
"Warga melaporkan masalah kebersihan di RW 05, membuat lingkungan tidak nyaman.",Kebersihan
Mohon peningkatan keamanan di RW 03 karena terjadi pencurian.,Keamanan
Warga melaporkan vandalisme di RW 03 yang rawan tindakan kriminal.,Keamanan
Banjir terjadi di dekat pasar akibat gorong-gorong tersumbat. Genangan mencapai 10 cm.,Banjir
"Mohon perbaikan jalan lingkungan yang ambrol di gang kecil, karena berpotensi menyebabkan kecelakaan.",Infrastruktur
"Mohon penanganan banjir di perempatan, air setinggi 20 cm sejak sejak pagi.",Banjir
"Antrian layanan akta kelahiran di loket pelayanan mengalami gangguan, waktu tunggu terlalu lama.",Administrasi
Warga mengeluhkan lampu jalan rusak di perempatan. Kondisi ini mengganggu aktivitas warga.,Infrastruktur
Warga melaporkan parkir liar di RW 05 yang rawan tindakan kriminal.,Keamanan
Jalan berlubang di jalan utama sehingga berpotensi menyebabkan kecelakaan.,Infrastruktur
Warga mengeluhkan layanan surat domisili di mal pelayanan publik karena pengajuan tertunda.,Administrasi
"Mohon penanganan banjir di jalan utama, air setinggi 20 cm sejak 3 jam.",Banjir
"Saat hujan deras, RW 05 tergenang hingga 50 cm karena gorong-gorong tersumbat.",Banjir
Proses KK di loket pelayanan lambat. Mohon perbaikan pelayanan.,Administrasi
"Sudah beberapa hari jembatan di jalan utama berlubang, menyebabkan kemacetan.",Infrastruktur
Pengangkutan sampah di komplek perumahan berbau sehingga mengganggu warga.,Kebersihan
"Sistem layanan kantor kecamatan untuk surat pindah mengalami gangguan, sehingga warga harus bolak-balik.",Administrasi
"Sistem layanan mal pelayanan publik untuk surat pindah mengalami gangguan, sehingga informasi tidak jelas.",Administrasi
Warga mengeluhkan layanan surat pindah di kelurahan karena pengajuan tertunda.,Administrasi
Warga mengeluhkan layanan akta kelahiran di kelurahan karena pengajuan tertunda.,Administrasi
Proses KTP di kantor desa lambat. Mohon perbaikan pelayanan.,Administrasi
TPS berbau di depan sekolah dan mengganggu aktivitas masyarakat.,Kebersihan
Warga mengeluhkan jalan lingkungan rusak parah di jalan menuju halte. Kondisi ini menyebabkan kemacetan.,Infrastruktur
"Warga melaporkan masalah kebersihan di RW 05, menimbulkan bau menyengat.",Kebersihan
keributan terjadi di depan sekolah dan membuat rawan tindakan kriminal.,Keamanan
"Area depan sekolah rawan begal, terutama malam hari.",Keamanan
"Mohon perbaikan lampu jalan yang ambrol di dekat pasar, karena membahayakan pengendara.",Infrastruktur
"Sering terjadi pencurian di RW 05 pada dini hari, mohon patroli.",Keamanan
"Sudah beberapa hari lampu jalan di perempatan rusak, berpotensi menyebabkan kecelakaan.",Infrastruktur
"Sering terjadi begal di jalan utama pada sore hari, mohon patroli.",Keamanan
"Sistem layanan loket pelayanan untuk surat domisili mengalami gangguan, sehingga waktu tunggu terlalu lama.",Administrasi
"Kondisi TPS di depan sekolah berbau, menimbulkan bau menyengat.",Kebersihan
"Kondisi tumpukan sampah di komplek perumahan kotor, mengundang lalat.",Kebersihan
"Sistem layanan loket pelayanan untuk surat pindah lambat, sehingga informasi tidak jelas.",Administrasi
Warga melaporkan keributan di RW 05 yang mengganggu ketertiban.,Keamanan
Mohon peningkatan keamanan di jalan utama karena terjadi pencurian.,Keamanan
Pengurusan akta kelahiran di kelurahan lambat sehingga pengajuan tertunda.,Administrasi
"Kondisi tumpukan sampah di RW 03 meluap, mengganggu aktivitas masyarakat.",Kebersihan
"Saat hujan deras, RW 05 tergenang hingga 10 cm karena hujan deras.",Banjir
Jalan berlubang di perempatan sehingga mengganggu aktivitas warga.,Infrastruktur
"Mohon perbaikan marka jalan yang tertutup material di RW 03, karena berpotensi menyebabkan kecelakaan.",Infrastruktur
pencurian terjadi di RW 05 dan membuat warga merasa tidak aman.,Keamanan
Proses surat domisili di kelurahan lambat. Mohon perbaikan pelayanan.,Administrasi
"Sistem layanan kelurahan untuk surat pindah lambat, sehingga waktu tunggu terlalu lama.",Administrasi
"Mohon perbaikan marka jalan yang retak dan tidak rata di RW 05, karena menyebabkan kemacetan.",Infrastruktur
pencurian terjadi di jalan utama dan membuat mengganggu ketertiban.,Keamanan
"Kondisi sampah di dekat balai warga meluap, membuat lingkungan tidak nyaman.",Kebersihan
Pengangkutan sampah di RW 03 menumpuk sehingga membuat lingkungan tidak nyaman.,Kebersihan
"Saat hujan deras, perempatan tergenang hingga 10 cm karena drainase tersumbat.",Banjir
Pengurusan surat pindah di mal pelayanan publik terlalu lama sehingga informasi tidak jelas.,Administrasi
"Mohon perbaikan lampu jalan yang tertutup material di jalan menuju halte, karena menyebabkan kemacetan.",Infrastruktur
"Area depan sekolah rawan vandalisme, terutama dini hari.",Keamanan
Mohon petugas menangani TPS di RW 05 karena mengganggu aktivitas masyarakat.,Kebersihan
"Area RW 05 rawan pencurian, terutama dini hari.",Keamanan
"Area RW 05 rawan pencurian, terutama malam hari.",Keamanan
Mohon peningkatan keamanan di RW 03 karena terjadi parkir liar.,Keamanan
"Kondisi sampah di dekat pasar tidak terangkut, mengundang lalat.",Kebersihan
sampah kotor di RW 03 dan mengganggu warga.,Kebersihan
Mohon peningkatan keamanan di RW 03 karena terjadi begal.,Keamanan
"Kondisi selokan di dekat pasar menumpuk, mengundang lalat.",Kebersihan
"Sudah beberapa hari jalan lingkungan di gang kecil tertutup material, mengganggu aktivitas warga.",Infrastruktur
"Air meluap di komplek perumahan karena hujan deras, kondisi berlangsung sejak hujan deras.",Banjir
Pengurusan surat domisili di kantor desa terlalu lama sehingga pelayanan menjadi terhambat.,Administrasi
Proses surat pindah di loket pelayanan mengalami gangguan. Mohon perbaikan pelayanan.,Administrasi
"Kondisi TPS di dekat pasar meluap, mengundang lalat.",Kebersihan
"Kondisi selokan di RW 03 menumpuk, mengganggu warga.",Kebersihan
trotoar di depan sekolah retak dan tidak rata dan membuat warga kesulitan lewat.,Infrastruktur
"Mohon penanganan banjir di dekat pasar, air setinggi 30 cm sejak 1 jam.",Banjir
"Mohon penanganan banjir di RW 05, air setinggi 20 cm sejak 2 hari.",Banjir
"Sering terjadi vandalisme di RW 05 pada malam hari, mohon patroli.",Keamanan
Banjir terjadi di sekitar puskesmas akibat drainase tersumbat. Genangan mencapai 50 cm.,Banjir
jembatan di gang kecil rusak parah dan mengganggu aktivitas warga.,Infrastruktur
"Saat hujan deras, RW 05 tergenang hingga 30 cm karena sungai meluap.",Banjir
"Sistem layanan kantor kecamatan untuk surat pindah tidak jelas, sehingga pelayanan menjadi terhambat.",Administrasi
keributan terjadi di depan sekolah dan membuat warga merasa tidak aman.,Keamanan
"Sering terjadi begal di RW 03 pada sore hari, mohon patroli.",Keamanan
"Warga melaporkan masalah kebersihan di depan sekolah, mengundang lalat.",Kebersihan
"Air meluap di dekat pasar karena selokan penuh sampah, kondisi berlangsung 3 jam.",Banjir
trotoar di jalan utama rusak dan membahayakan pengendara.,Infrastruktur
"Air meluap di jalan utama karena gorong-gorong tersumbat, kondisi berlangsung 1 jam.",Banjir
"Mohon perbaikan jalan lingkungan yang berlubang di RW 03, karena menyebabkan kemacetan.",Infrastruktur
tumpukan sampah tidak terangkut di dekat balai warga dan mengganggu aktivitas masyarakat.,Kebersihan
Mohon petugas menangani pengangkutan sampah di dekat pasar karena mengganggu warga.,Kebersihan
"Antrian layanan surat pindah di kantor kecamatan mengalami gangguan, warga harus bolak-balik.",Administrasi
jalan di RW 03 tertutup material dan membuat warga kesulitan lewat.,Infrastruktur
Pengurusan surat domisili di kantor kecamatan terlalu lama sehingga pengajuan tertunda.,Administrasi
pencurian terjadi di RW 05 dan membuat membahayakan pengguna jalan.,Keamanan
"Mohon penanganan banjir di sekitar puskesmas, air setinggi 50 cm sejak 3 jam.",Banjir
"Saat hujan deras, sekitar puskesmas tergenang hingga 10 cm karena selokan penuh sampah.",Banjir
"Saat hujan deras, komplek perumahan tergenang hingga 20 cm karena hujan deras.",Banjir
Banjir terjadi di perempatan akibat selokan penuh sampah. Genangan mencapai 10 cm.,Banjir
"Sistem layanan kantor kecamatan untuk surat domisili mengalami gangguan, sehingga pelayanan menjadi terhambat.",Administrasi
"Saat hujan deras, jalan utama tergenang hingga 50 cm karena hujan deras.",Banjir
"Mohon perbaikan trotoar yang tertutup material di dekat pasar, karena menyebabkan kemacetan.",Infrastruktur
balap liar terjadi di dekat pasar dan membuat mengganggu ketertiban.,Keamanan
Warga mengeluhkan marka jalan rusak di RW 03. Kondisi ini berpotensi menyebabkan kecelakaan.,Infrastruktur
"Warga melaporkan masalah kebersihan di depan sekolah, mengganggu warga.",Kebersihan
"Sering terjadi pencurian di area parkir pada sore hari, mohon patroli.",Keamanan
Warga mengeluhkan jalan lingkungan rusak parah di RW 05. Kondisi ini membuat warga kesulitan lewat.,Infrastruktur
Banjir terjadi di RW 03 akibat sungai meluap. Genangan mencapai 50 cm.,Banjir
"Sering terjadi balap liar di area parkir pada dini hari, mohon patroli.",Keamanan
"Area depan sekolah rawan begal, terutama akhir pekan.",Keamanan
TPS menumpuk di RW 03 dan mengundang lalat.,Kebersihan
"Sering terjadi pencurian di RW 03 pada dini hari, mohon patroli.",Keamanan
pencurian terjadi di RW 03 dan membuat rawan tindakan kriminal.,Keamanan
Banjir terjadi di RW 03 akibat selokan penuh sampah. Genangan mencapai 50 cm.,Banjir
Drainase di RW 05 bermasalah sehingga terjadi banjir 1 jam.,Banjir
"Antrian layanan surat pindah di kantor desa terlalu lama, pelayanan menjadi terhambat.",Administrasi
Jalan rusak di jalan utama sehingga membuat warga kesulitan lewat.,Infrastruktur
Pengangkutan sampah di dekat pasar menumpuk sehingga mengundang lalat.,Kebersihan
Banjir terjadi di jalan utama akibat drainase tersumbat. Genangan mencapai 20 cm.,Banjir
Pengangkutan sampah di RW 05 meluap sehingga mengganggu warga.,Kebersihan
"Kondisi sampah di dekat pasar tidak terangkut, membuat lingkungan tidak nyaman.",Kebersihan
"Saat hujan deras, RW 03 tergenang hingga 40 cm karena selokan penuh sampah.",Banjir
Jalan tertutup material di dekat pasar sehingga berpotensi menyebabkan kecelakaan.,Infrastruktur
"Sering terjadi begal di perempatan pada malam hari, mohon patroli.",Keamanan
Mohon petugas menangani pengangkutan sampah di dekat pasar karena mengundang lalat.,Kebersihan
"Area RW 05 rawan begal, terutama sore hari.",Keamanan
Mohon petugas menangani tumpukan sampah di depan sekolah karena mengundang lalat.,Kebersihan
"Air meluap di komplek perumahan karena hujan deras, kondisi berlangsung 2 hari.",Banjir
Warga melaporkan parkir liar di jalan utama yang rawan tindakan kriminal.,Keamanan
"Kondisi sampah di dekat balai warga berbau, mengundang lalat.",Kebersihan
"Sudah beberapa hari jalan lingkungan di jalan utama rusak parah, menyebabkan kemacetan.",Infrastruktur
Jalan rusak di perempatan sehingga membahayakan pengendara.,Infrastruktur
Warga melaporkan keributan di dekat pasar yang warga merasa tidak aman.,Keamanan
"Sudah beberapa hari trotoar di RW 05 berlubang, menyebabkan kemacetan.",Infrastruktur
jalan lingkungan di RW 03 ambrol dan mengganggu aktivitas warga.,Infrastruktur
"Kondisi pengangkutan sampah di dekat balai warga kotor, menimbulkan bau menyengat.",Kebersihan
parkir liar terjadi di jalan utama dan membuat warga merasa tidak aman.,Keamanan
"Sering terjadi vandalisme di dekat pasar pada malam hari, mohon patroli.",Keamanan
"Warga melaporkan masalah kebersihan di sekitar puskesmas, mengganggu warga.",Kebersihan
Mohon petugas menangani tumpukan sampah di dekat balai warga karena membuat lingkungan tidak nyaman.,Kebersihan
trotoar di gang kecil rusak parah dan berpotensi menyebabkan kecelakaan.,Infrastruktur
"Sering terjadi balap liar di dekat pasar pada dini hari, mohon patroli.",Keamanan
Banjir terjadi di komplek perumahan akibat drainase tersumbat. Genangan mencapai 10 cm.,Banjir
Jalan rusak di dekat pasar sehingga membahayakan pengendara.,Infrastruktur
"Kondisi tumpukan sampah di depan sekolah berbau, mengganggu aktivitas masyarakat.",Kebersihan
"Sering terjadi vandalisme di area parkir pada malam hari, mohon patroli.",Keamanan
Mohon peningkatan keamanan di RW 05 karena terjadi keributan.,Keamanan
"Area jalan utama rawan vandalisme, terutama sore hari.",Keamanan
"Mohon perbaikan jalan yang berlubang di jalan utama, karena mengganggu aktivitas warga.",Infrastruktur
"Mohon penanganan banjir di perempatan, air setinggi 10 cm sejak sejak hujan deras.",Banjir
"Sudah beberapa hari trotoar di dekat pasar rusak, mengganggu aktivitas warga.",Infrastruktur
"Antrian layanan surat pindah di kantor kecamatan tidak jelas, warga harus bolak-balik.",Administrasi
trotoar di perempatan ambrol dan mengganggu aktivitas warga.,Infrastruktur
Drainase di RW 05 bermasalah sehingga terjadi banjir sejak hujan deras.,Banjir
selokan menumpuk di dekat balai warga dan mengundang lalat.,Kebersihan
Jalan retak dan tidak rata di perempatan sehingga membahayakan pengendara.,Infrastruktur
"Antrian layanan KK di kantor kecamatan tertunda, informasi tidak jelas.",Administrasi
Warga mengeluhkan marka jalan berlubang di jalan menuju halte. Kondisi ini membahayakan pengendara.,Infrastruktur
"Mohon penanganan banjir di perempatan, air setinggi 40 cm sejak sejak pagi.",Banjir
Proses KTP di kantor kecamatan mengalami gangguan. Mohon perbaikan pelayanan.,Administrasi
tumpukan sampah tidak terangkut di depan sekolah dan menimbulkan bau menyengat.,Kebersihan
Banjir terjadi di sekitar puskesmas akibat hujan deras. Genangan mencapai 40 cm.,Banjir
"Antrian layanan akta kelahiran di kantor kecamatan terlalu lama, pelayanan menjadi terhambat.",Administrasi
selokan penuh di dekat pasar dan mengganggu warga.,Kebersihan
Warga mengeluhkan layanan KTP di mal pelayanan publik karena pelayanan menjadi terhambat.,Administrasi
"Warga melaporkan masalah kebersihan di RW 03, membuat lingkungan tidak nyaman.",Kebersihan
Warga mengeluhkan jalan lingkungan rusak di depan sekolah. Kondisi ini berpotensi menyebabkan kecelakaan.,Infrastruktur
"Kondisi pengangkutan sampah di RW 05 tidak terangkut, mengganggu aktivitas masyarakat.",Kebersihan
Warga mengeluhkan jalan berlubang di jalan utama. Kondisi ini menyebabkan kemacetan.,Infrastruktur
Proses KK di mal pelayanan publik terlalu lama. Mohon perbaikan pelayanan.,Administrasi
Proses surat pindah di kelurahan lambat. Mohon perbaikan pelayanan.,Administrasi
"Air meluap di jalan utama karena hujan deras, kondisi berlangsung sejak hujan deras.",Banjir
"Sistem layanan loket pelayanan untuk surat pindah tertunda, sehingga pengajuan tertunda.",Administrasi
"Kondisi pengangkutan sampah di komplek perumahan menumpuk, membuat lingkungan tidak nyaman.",Kebersihan
Mohon peningkatan keamanan di depan sekolah karena terjadi balap liar.,Keamanan
Mohon peningkatan keamanan di dekat pasar karena terjadi begal.,Keamanan
Drainase di sekitar puskesmas bermasalah sehingga terjadi banjir 3 jam.,Banjir
Jalan tertutup material di jalan menuju halte sehingga membuat warga kesulitan lewat.,Infrastruktur
Pengangkutan sampah di sekitar puskesmas meluap sehingga membuat lingkungan tidak nyaman.,Kebersihan
Warga melaporkan balap liar di RW 03 yang mengganggu ketertiban.,Keamanan
Proses surat domisili di loket pelayanan mengalami gangguan. Mohon perbaikan pelayanan.,Administrasi
"Kondisi sampah di RW 05 berbau, mengganggu warga.",Kebersihan
jembatan di jalan utama rusak dan membuat warga kesulitan lewat.,Infrastruktur
"Mohon perbaikan marka jalan yang ambrol di dekat pasar, karena membahayakan pengendara.",Infrastruktur
"Saat hujan deras, dekat pasar tergenang hingga 50 cm karena hujan deras.",Banjir
Banjir terjadi di perempatan akibat gorong-gorong tersumbat. Genangan mencapai 20 cm.,Banjir
"Sering terjadi keributan di area parkir pada akhir pekan, mohon patroli.",Keamanan
"Antrian layanan KK di kantor kecamatan terlalu lama, informasi tidak jelas.",Administrasi
"Antrian layanan KTP di mal pelayanan publik lambat, warga harus bolak-balik.",Administrasi
Warga mengeluhkan lampu jalan rusak di jalan menuju halte. Kondisi ini menyebabkan kemacetan.,Infrastruktur
sampah kotor di dekat balai warga dan mengganggu aktivitas masyarakat.,Kebersihan
"Kondisi selokan di dekat balai warga menumpuk, mengundang lalat.",Kebersihan
Pengurusan KK di mal pelayanan publik terlalu lama sehingga pelayanan menjadi terhambat.,Administrasi
"Warga melaporkan masalah kebersihan di dekat pasar, menimbulkan bau menyengat.",Kebersihan
Warga mengeluhkan jembatan retak dan tidak rata di jalan utama. Kondisi ini membuat warga kesulitan lewat.,Infrastruktur
"Air meluap di sekitar puskesmas karena gorong-gorong tersumbat, kondisi berlangsung sejak hujan deras.",Banjir
"Antrian layanan akta kelahiran di kelurahan tidak jelas, pelayanan menjadi terhambat.",Administrasi
Proses akta kelahiran di kantor kecamatan terlalu lama. Mohon perbaikan pelayanan.,Administrasi
Banjir terjadi di sekitar puskesmas akibat drainase tersumbat. Genangan mencapai 20 cm.,Banjir
"Kondisi sampah di komplek perumahan penuh, mengganggu aktivitas masyarakat.",Kebersihan
selokan meluap di komplek perumahan dan mengundang lalat.,Kebersihan
Pengangkutan sampah di dekat pasar penuh sehingga mengganggu aktivitas masyarakat.,Kebersihan
"Air meluap di RW 03 karena sungai meluap, kondisi berlangsung 3 jam.",Banjir
Warga mengeluhkan jembatan berlubang di jalan menuju halte. Kondisi ini membuat warga kesulitan lewat.,Infrastruktur
"Sistem layanan kantor desa untuk KK tertunda, sehingga pelayanan menjadi terhambat.",Administrasi
Proses surat domisili di kantor kecamatan tidak jelas. Mohon perbaikan pelayanan.,Administrasi
Mohon petugas menangani selokan di sekitar puskesmas karena mengganggu warga.,Kebersihan
begal terjadi di dekat pasar dan membuat rawan tindakan kriminal.,Keamanan
"Mohon penanganan banjir di dekat pasar, air setinggi 40 cm sejak sejak pagi.",Banjir
"Kondisi selokan di komplek perumahan berbau, mengganggu aktivitas masyarakat.",Kebersihan
Drainase di dekat pasar bermasalah sehingga terjadi banjir sejak hujan deras.,Banjir
Warga mengeluhkan layanan surat pindah di kantor desa karena warga harus bolak-balik.,Administrasi
sampah penuh di dekat pasar dan mengundang lalat.,Kebersihan
Pengangkutan sampah di depan sekolah berbau sehingga menimbulkan bau menyengat.,Kebersihan
keributan terjadi di RW 05 dan membuat rawan tindakan kriminal.,Keamanan
Warga mengeluhkan jalan berlubang di gang kecil. Kondisi ini menyebabkan kemacetan.,Infrastruktur
"Mohon perbaikan trotoar yang rusak parah di dekat pasar, karena membahayakan pengendara.",Infrastruktur
selokan kotor di sekitar puskesmas dan mengganggu aktivitas masyarakat.,Kebersihan
"Sistem layanan kelurahan untuk surat pindah terlalu lama, sehingga waktu tunggu terlalu lama.",Administrasi
"Area perempatan rawan parkir liar, terutama malam hari.",Keamanan
Warga mengeluhkan trotoar rusak di dekat pasar. Kondisi ini mengganggu aktivitas warga.,Infrastruktur
Warga mengeluhkan jalan lingkungan tertutup material di gang kecil. Kondisi ini membuat warga kesulitan lewat.,Infrastruktur
"Saat hujan deras, dekat pasar tergenang hingga 30 cm karena gorong-gorong tersumbat.",Banjir
Pengangkutan sampah di RW 03 kotor sehingga mengganggu aktivitas masyarakat.,Kebersihan
Pengangkutan sampah di RW 03 penuh sehingga mengganggu aktivitas masyarakat.,Kebersihan
Banjir terjadi di RW 05 akibat gorong-gorong tersumbat. Genangan mencapai 40 cm.,Banjir
"Sering terjadi vandalisme di depan sekolah pada malam hari, mohon patroli.",Keamanan
"Saat hujan deras, perempatan tergenang hingga 10 cm karena hujan deras.",Banjir
"Area RW 05 rawan balap liar, terutama dini hari.",Keamanan
Proses KTP di mal pelayanan publik tertunda. Mohon perbaikan pelayanan.,Administrasi
"Saat hujan deras, dekat pasar tergenang hingga 50 cm karena gorong-gorong tersumbat.",Banjir
Mohon peningkatan keamanan di depan sekolah karena terjadi pencurian.,Keamanan
Warga melaporkan keributan di jalan utama yang warga merasa tidak aman.,Keamanan
TPS tidak terangkut di sekitar puskesmas dan mengundang lalat.,Kebersihan
"Mohon penanganan banjir di sekitar puskesmas, air setinggi 40 cm sejak 1 jam.",Banjir
"Mohon perbaikan lampu jalan yang retak dan tidak rata di perempatan, karena membuat warga kesulitan lewat.",Infrastruktur
Proses akta kelahiran di loket pelayanan mengalami gangguan. Mohon perbaikan pelayanan.,Administrasi
Mohon peningkatan keamanan di dekat pasar karena terjadi parkir liar.,Keamanan
"Air meluap di RW 03 karena hujan deras, kondisi berlangsung 2 hari.",Banjir
"Warga melaporkan masalah kebersihan di dekat pasar, mengganggu aktivitas masyarakat.",Kebersihan
"Kondisi pengangkutan sampah di RW 05 meluap, mengganggu warga.",Kebersihan
selokan kotor di komplek perumahan dan mengganggu aktivitas masyarakat.,Kebersihan
Pengurusan surat pindah di kantor desa tertunda sehingga warga harus bolak-balik.,Administrasi
Drainase di jalan utama bermasalah sehingga terjadi banjir sejak hujan deras.,Banjir
Pengurusan KTP di kelurahan tertunda sehingga pengajuan tertunda.,Administrasi
Mohon peningkatan keamanan di perempatan karena terjadi vandalisme.,Keamanan
"Kondisi pengangkutan sampah di depan sekolah meluap, mengganggu aktivitas masyarakat.",Kebersihan
"Saat hujan deras, RW 03 tergenang hingga 50 cm karena hujan deras.",Banjir
Proses surat pindah di mal pelayanan publik lambat. Mohon perbaikan pelayanan.,Administrasi
"Area perempatan rawan balap liar, terutama akhir pekan.",Keamanan
Warga melaporkan begal di RW 05 yang mengganggu ketertiban.,Keamanan
"Area area parkir rawan balap liar, terutama sore hari.",Keamanan
"Kondisi selokan di dekat balai warga tidak terangkut, menimbulkan bau menyengat.",Kebersihan
"Sistem layanan kantor desa untuk surat pindah tertunda, sehingga warga harus bolak-balik.",Administrasi
"Sistem layanan kelurahan untuk surat pindah tidak jelas, sehingga warga harus bolak-balik.",Administrasi
"Sering terjadi pencurian di perempatan pada dini hari, mohon patroli.",Keamanan
Proses KK di kelurahan terlalu lama. Mohon perbaikan pelayanan.,Administrasi
Pengurusan KTP di kelurahan tertunda sehingga pelayanan menjadi terhambat.,Administrasi
Proses KTP di kantor desa mengalami gangguan. Mohon perbaikan pelayanan.,Administrasi
Mohon petugas menangani TPS di RW 03 karena menimbulkan bau menyengat.,Kebersihan
Mohon peningkatan keamanan di area parkir karena terjadi balap liar.,Keamanan
Pengangkutan sampah di sekitar puskesmas meluap sehingga menimbulkan bau menyengat.,Kebersihan
Warga mengeluhkan layanan surat domisili di mal pelayanan publik karena waktu tunggu terlalu lama.,Administrasi
"Sering terjadi balap liar di RW 05 pada malam hari, mohon patroli.",Keamanan
"Sistem layanan mal pelayanan publik untuk surat pindah terlalu lama, sehingga waktu tunggu terlalu lama.",Administrasi
"Kondisi selokan di depan sekolah penuh, menimbulkan bau menyengat.",Kebersihan
Mohon petugas menangani TPS di dekat balai warga karena membuat lingkungan tidak nyaman.,Kebersihan
Proses KTP di loket pelayanan tertunda. Mohon perbaikan pelayanan.,Administrasi
"Mohon penanganan banjir di perempatan, air setinggi 50 cm sejak 1 jam.",Banjir
Jalan rusak di perempatan sehingga membuat warga kesulitan lewat.,Infrastruktur
Proses surat domisili di kantor desa tertunda. Mohon perbaikan pelayanan.,Administrasi
parkir liar terjadi di RW 05 dan membuat membahayakan pengguna jalan.,Keamanan
Warga mengeluhkan jalan rusak di perempatan. Kondisi ini berpotensi menyebabkan kecelakaan.,Infrastruktur
parkir liar terjadi di perempatan dan membuat rawan tindakan kriminal.,Keamanan
"Sistem layanan mal pelayanan publik untuk surat pindah tidak jelas, sehingga informasi tidak jelas.",Administrasi
"Air meluap di sekitar puskesmas karena sungai meluap, kondisi berlangsung sejak hujan deras.",Banjir
"Mohon penanganan banjir di perempatan, air setinggi 10 cm sejak sejak pagi.",Banjir
"Area RW 05 rawan begal, terutama dini hari.",Keamanan
"Saat hujan deras, perempatan tergenang hingga 40 cm karena hujan deras.",Banjir
Jalan retak dan tidak rata di depan sekolah sehingga mengganggu aktivitas warga.,Infrastruktur
"Air meluap di perempatan karena selokan penuh sampah, kondisi berlangsung 2 hari.",Banjir
Mohon petugas menangani pengangkutan sampah di RW 05 karena mengganggu aktivitas masyarakat.,Kebersihan
"Kondisi pengangkutan sampah di depan sekolah berbau, menimbulkan bau menyengat.",Kebersihan
Warga mengeluhkan trotoar rusak parah di dekat pasar. Kondisi ini membuat warga kesulitan lewat.,Infrastruktur
Jalan rusak di gang kecil sehingga mengganggu aktivitas warga.,Infrastruktur
Pengurusan akta kelahiran di loket pelayanan terlalu lama sehingga informasi tidak jelas.,Administrasi
Mohon petugas menangani TPS di sekitar puskesmas karena mengganggu aktivitas masyarakat.,Kebersihan
